Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
02/28/2012 09:00,US,1560),,S&P/CS Composite-20 YoY,Dec,-3.65%,-3.99%,-3.67%,-3.88%,46.729,SPCS20Y% Index
02/28/2012 09:00,US,1561),,S&P/Case-Shiller US HPI YOY%,4Q,-4.30%,-4.03%,-3.90%,-3.49%,23.3645,SPCSUSAY Index
02/28/2012 09:00,US,1562),,S&P/CaseShiller Home Price Ind,Dec,137.11,136.71,138.49,138.19,54.2056,SPCS20 Index
02/28/2012 09:00,US,1563),,S&P/Case-Shiller US HPI,4Q,--,125.67,130.39,130.95,27.7778,SPCSUSA Index
02/28/2012 10:00,US,1564),,Consumer Confidence,Feb,63,70.8,61.1,61.1,95.3271,CONCCONF Index
02/28/2012 10:00,US,1565),,Richmond Fed Manufact. Index,Feb,14,20,12,9,67.2897,RCHSINDX Index
02/29/2012 07:00,US,1566),,MBA Mortgage Applications,24-Feb,--,-0.30%,-4.50%,--,94.4444,MBAVCHNG Index
02/29/2012 08:30,US,1567),,GDP QoQ (Annualized),4Q S,2.80%,3.00%,2.80%,4.10%,96.2617,GDP CQOQ Index
02/29/2012 08:30,US,1568),,Personal Consumption,4Q S,1.90%,2.10%,2.00%,2.00%,67.3832,GDPCTOT% Index
02/29/2012 08:30,US,1569),,GDP Price Index,4Q S,0.40%,0.90%,0.40%,0.40%,77.0093,GDP PIQQ Index
02/29/2012 08:30,US,1570),,Core PCE QoQ,4Q S,1.10%,1.30%,1.10%,1.30%,67.3832,GDPCPCEC Index
02/29/2012 09:45,US,1571),,Chicago Purchasing Manager,Feb,61,64,60.2,--,77.5701,CHPMINDX Index
02/29/2012 10:15,US,1572),,NAPM-Milwaukee,Feb,58.8,58.6,58.4,--,25.2336,MAPMINDX Index
02/29/2012 14:00,US,1573),,Fed's Beige Book,,,,,,0,
03/01/2012 08:30,US,1574),,Personal Income,Jan,0.50%,0.30%,0.50%,0.30%,83.1776,PITLCHNG Index
03/01/2012 08:30,US,1575),,Personal Spending,Jan,0.40%,0.20%,0.00%,0.10%,83.1776,PCE CRCH Index
03/01/2012 08:30,US,1576),,PCE Deflator (YoY),Jan,2.30%,2.40%,2.40%,2.40%,32.7103,PCE DEFY Index
03/01/2012 08:30,US,1577),,PCE Core (MoM),Jan,0.20%,0.20%,0.20%,0.20%,58.2243,PCE CMOM Index
03/01/2012 08:30,US,1578),,PCE Core (YoY),Jan,1.80%,1.90%,1.80%,1.90%,33.6449,PCE CYOY Index
03/01/2012 08:30,US,1579),,Initial Jobless Claims,25-Feb,355K,351K,351K,353K,99.0654,INJCJC Index
03/01/2012 08:30,US,1580),,Continuing Claims,18-Feb,3418K,3402K,3392K,3404K,69.3458,INJCSP Index
03/01/2012 09:45,US,1581),,Bloomberg Consumer Comfort,26-Feb,--,-38.8,-38.4,--,60.7477,COMFCOMF Index
03/01/2012 10:00,US,1582),,Construction Spending MoM,Jan,1.00%,-0.10%,1.50%,2.10%,78.5047,CNSTTMOM Index
03/01/2012 10:00,US,1583),,ISM Manufacturing,Feb,54.5,52.4,54.1,--,94.3925,NAPMPMI Index
03/01/2012 10:00,US,1584),,ISM Prices Paid,Feb,58,61.5,55.5,--,68.2243,NAPMPRIC Index
03/01/2012 10:54,US,1585),,ICSC Chain Store Sales YoY,Feb,3.50%,4.10%,4.80%,2.70%,18.6916,MBRXYOYW Index
03/01/2012 17:00,US,1586),,Total Vehicle Sales,Feb,14.00M,15.03M,14.13M,13.90M,38.3178,SAARTOTL Index
03/01/2012 17:00,US,1587),,Domestic Vehicle Sales,Feb,11.00M,11.70M,11.05M,10.88M,30.8411,SAARDTOT Index
03/02/2012 09:45,US,1588),,ISM New York,Feb,--,63.1,60.1,--,5.60748,NYPMCURR Index
03/05/2012 10:00,US,1589),,ISM Non-Manf. Composite,Feb,56,57.3,56.8,--,70.0935,NAPMNMI Index
03/05/2012 10:00,US,1590),,Factory Orders,Jan,-1.50%,-1.00%,1.10%,2.10%,82.243,TMNOCHNG Index
03/07/2012 07:00,US,1591),,MBA Mortgage Applications,2-Mar,--,-1.20%,-0.30%,--,94.4444,MBAVCHNG Index
03/07/2012 08:15,US,1592),,ADP Employment Change,Feb,215K,216K,170K,182K,76.6355,ADP CHNG Index
03/07/2012 08:30,US,1593),,Nonfarm Productivity,4Q F,0.80%,0.90%,0.70%,2.80%,35.514,PRODNFR% Index
03/07/2012 08:30,US,1594),,Unit Labor Costs,4Q F,1.20%,2.80%,1.20%,-3.30%,28.0374,COSTNFR% Index
03/07/2012 15:00,US,1595),,Consumer Credit,Jan,$10.450B,$17.776B,$19.308B,$16.240B,37.3832,CICRTOT Index
03/07/2012,US,1596),,Revisions: ADP national Employment Report,,,,,,0,
03/08/2012 07:30,US,1597),,Challenger Job Cuts YoY,Feb,--,2.00%,38.90%,--,28.972,CHALYOY% Index
03/08/2012 08:00,US,1598),,RBC Consumer Outlook Index,Mar,--,47.5,45.1,--,8.41121,ICSHNATL Index
03/08/2012 08:30,US,1599),,Initial Jobless Claims,3-Mar,352K,362K,351K,354K,99.0654,INJCJC Index
03/08/2012 08:30,US,1600),,Continuing Claims,25-Feb,3400K,3416K,3402K,3406K,69.3458,INJCSP Index
03/08/2012 09:45,US,1601),,Bloomberg Consumer Comfort,4-Mar,-39,-36.7,-38.8,--,60.7477,COMFCOMF Index
03/09/2012 08:30,US,1602),,Trade Balance,Jan,-$49.0B,-$52.6B,-$48.8B,-$51.7B,81.3084,USTBTOT Index
03/09/2012 08:30,US,1603),,Change in Nonfarm Payrolls,Feb,210K,227K,243K,275K,98.1308,NFP TCH Index
03/09/2012 08:30,US,1604),,Change in Private Payrolls,Feb,225K,233K,257K,277K,17.757,NFP PCH Index
03/09/2012 08:30,US,1605),,Change in Manufact. Payrolls,Feb,24K,31K,50K,52K,68.6916,USMMMNCH Index
03/09/2012 08:30,US,1606),,Unemployment Rate,Feb,8.30%,8.30%,8.30%,--,88.3178,USURTOT Index
03/09/2012 08:30,US,1607),,Avg Hourly Earning MOM All Emp,Feb,0.20%,0.10%,0.20%,0.10%,14.0187,AHE MOM% Index
03/09/2012 08:30,US,1608),,Avg Hourly Earning YOY All Emp,Feb,2.00%,1.90%,1.90%,1.80%,13.0841,AHE YOY% Index
03/09/2012 08:30,US,1609),,Avg Weekly Hours All Employees,Feb,34.5,34.5,34.5,--,12.1495,AWH TOTL Index
03/09/2012 08:30,US,1610),,Change in Household Employment,Feb,--,428,847,--,9.34579,USEMNCHG Index
03/09/2012 08:30,US,1611),,Underemployment Rate (U6),Feb,--,14.90%,15.10%,--,7.47664,USUDMAER Index
03/09/2012 10:00,US,1612),,Wholesale Inventories,Jan,0.60%,0.40%,1.00%,1.20%,79.4393,MWINCHNG Index
03/12/2012 14:00,US,1613),,Monthly Budget Statement,Feb,-$229.0B,-$231.7B,-$222.5B,-$27.4B,73.8318,FDDSSD Index
03/13/2012 07:30,US,1614),,NFIB Small Business Optimism,Feb,94.5,94.3,93.9,--,56.0748,SBOITOTL Index
03/13/2012 08:30,US,1615),,Advance Retail Sales,Feb,1.10%,1.10%,0.40%,0.60%,88.785,RSTAMOM Index
03/13/2012 08:30,US,1616),,Retail Sales Less Autos,Feb,0.70%,0.90%,0.70%,1.10%,62.1495,RSTAXMOM Index
03/13/2012 08:30,US,1617),,Retail Sales Ex Auto & Gas,Feb,0.50%,0.60%,0.60%,1.00%,58.8785,RSTAXAG% Index
03/13/2012 08:30,US,1618),,"Retail Sales ""Control Group""",Feb,0.50%,0.50%,0.70%,1.00%,4.6729,RSTAXAGM Index
03/13/2012 10:00,US,1619),,IBD/TIPP Economic Optimism,Mar,50,47.5,49.4,--,0,ECONUSIB Index
03/13/2012 10:00,US,1620),,JOLTs Job Openings,Jan,3334,3459,3376,3540,10.2804,JOLTTOTL Index
03/13/2012 10:00,US,1621),,Business Inventories,Jan,0.50%,0.70%,0.40%,0.50%,34.5794,MTIBCHNG Index
03/13/2012 14:15,US,1622),,FOMC Rate Decision,13-Mar,0.25%,0.25%,0.25%,--,97.1963,FDTR Index
03/14/2012 07:00,US,1623),,MBA Mortgage Applications,9-Mar,--,-2.40%,-1.20%,--,94.4444,MBAVCHNG Index
03/14/2012 08:30,US,1624),,Import Price Index (MoM),Feb,0.60%,0.40%,0.30%,0.00%,75.7009,IMP1CHNG Index
03/14/2012 08:30,US,1625),,Import Price Index (YoY),Feb,5.80%,5.50%,7.10%,6.90%,27.1028,IMP1YOY% Index
03/14/2012 08:30,US,1626),,Current Account Balance,4Q,-$115.0B,-$124.1B,-$110.3B,-$108.2B,69.1589,USCABAL Index
03/15/2012 08:30,US,1627),,Empire Manufacturing,Mar,17.5,20.21,19.53,--,80.3738,EMPRGBCI Index
03/15/2012 08:30,US,1628),,Producer Price Index (MoM),Feb,0.50%,0.40%,0.10%,0.30%,85.0467,PPI CHNG Index
03/15/2012 08:30,US,1629),,PPI Ex Food & Energy (MoM),Feb,0.20%,0.20%,0.40%,0.60%,68.0374,PXFECHNG Index
03/15/2012 08:30,US,1630),,Producer Price Index (YoY),Feb,3.30%,3.30%,4.10%,--,66.3551,PPI YOY Index
03/15/2012 08:30,US,1631),,PPI Ex Food & Energy (YoY),Feb,2.90%,3.00%,3.00%,3.10%,64.486,PPI XYOY Index
03/15/2012 08:30,US,1632),,Initial Jobless Claims,10-Mar,357K,351K,362K,365K,99.0654,INJCJC Index
03/15/2012 08:30,US,1633),,Continuing Claims,3-Mar,3405K,3343K,3416K,3424K,69.3458,INJCSP Index
03/15/2012 09:00,US,1634),,Total Net TIC Flows,Jan,$40.0B,$18.8B,$87.1B,$100.3B,63.5514,FRNTTNET Index
03/15/2012 09:00,US,1635),,Net Long-term TIC Flows,Jan,$38.5B,$101.0B,$17.9B,$20.9B,71.9626,FRNTTOTL Index
03/15/2012 09:45,US,1636),,Bloomberg Consumer Comfort,11-Mar,-36,-33.7,-36.7,--,60.7477,COMFCOMF Index
03/15/2012 10:00,US,1637),,Philadelphia Fed.,Mar,12,12.5,10.2,--,74.7664,OUTFGAF Index
03/16/2012 08:30,US,1638),,Consumer Price Index (MoM),Feb,0.40%,0.40%,0.20%,--,93.4579,CPI CHNG Index
03/16/2012 08:30,US,1639),,CPI Ex Food & Energy (MoM),Feb,0.20%,0.10%,0.20%,--,74.7664,CPUPXCHG Index
03/16/2012 08:30,US,1640),,Consumer Price Index (YoY),Feb,2.90%,2.90%,2.90%,--,55.1402,CPI YOY Index
03/16/2012 08:30,US,1641),,CPI Ex Food & Energy (YoY),Feb,2.20%,2.20%,2.30%,--,44.8598,CPI XYOY Index
03/16/2012 08:30,US,1642),,Consumer Price Index NSA,Feb,227.954,227.663,226.665,--,26.1682,CPURNSA Index
03/16/2012 08:30,US,1643),,CPI Core Index SA,Feb,--,227.907,227.684,--,29.9065,CPUPAXFE Index
03/16/2012 09:15,US,1644),,Industrial Production,Feb,0.40%,0.00%,0.00%,0.70%,85.9813,IP CHNG Index
03/16/2012 09:15,US,1645),,Capacity Utilization,Feb,78.80%,78.70%,78.50%,78.70%,60.1869,CPTICHNG Index
03/16/2012 09:55,US,1646),,U. of Michigan Confidence,Mar P,76,74.3,75.3,--,92.5234,CONSSENT Index
03/19/2012 10:00,US,1647),,NAHB Housing Market Index,Mar,30,28,29,28,36.4486,USHBMIDX Index
03/20/2012 08:30,US,1648),,Housing Starts,Feb,700K,698K,699K,720K,87.8505,NHSPSTOT Index
03/20/2012 08:30,US,1649),,Housing Starts MOM%,Feb,0.10%,-1.10%,1.50%,3.70%,16.8224,NHCHSTCH Index
03/20/2012 08:30,US,1650),,Building Permits,Feb,686K,717K,676K,684K,61.4953,NHSPATOT Index
03/20/2012 08:30,US,1651),,Building Permits MOM%,Feb,0.60%,5.10%,0.70%,1.60%,14.9533,NHCHATCH Index
03/21/2012 07:00,US,1652),,MBA Mortgage Applications,16-Mar,--,-7.40%,-2.40%,--,94.4444,MBAVCHNG Index
03/21/2012 10:00,US,1653),,Existing Home Sales,Feb,4.61M,4.59M,4.57M,4.63M,86.9159,ETSLTOTL Index
03/21/2012 10:00,US,1654),,Existing Home Sales MoM,Feb,0.90%,-0.90%,4.30%,5.70%,50.4673,ETSLMOM Index
03/22/2012 08:30,US,1655),,Initial Jobless Claims,17-Mar,350K,348K,351K,353K,99.0654,INJCJC Index
03/22/2012 08:30,US,1656),,Continuing Claims,10-Mar,3380K,3352K,3343K,3361K,69.3458,INJCSP Index
03/22/2012 09:45,US,1657),,Bloomberg Consumer Comfort,18-Mar,--,-34.9,-33.7,--,60.7477,COMFCOMF Index
03/22/2012 09:45,US,1658),,Bloomberg Economic Expectations,Mar,--,1,-7,--,21.4953,COMFBTWR Index
03/22/2012 10:00,US,1659),,House Price Index MoM,Jan,0.30%,0.00%,0.70%,0.20%,65.4206,HPIMMOM% Index
03/22/2012 10:00,US,1660),,Leading Indicators,Feb,0.60%,0.70%,0.40%,0.00%,84.1121,LEI CHNG Index
03/23/2012 10:00,US,1661),,New Home Sales,Feb,325K,313K,321K,339K,89.7196,NHSLTOT Index
03/23/2012 10:00,US,1662),,New Home Sales MoM,Feb,1.30%,-1.60%,-0.90%,0.00%,47.6636,NHSLCHNG Index
03/26/2012 08:30,US,1663),,Chicago Fed Nat Activity Index,Feb,0,-0.09,0.22,0.38,59.8131,CFNAI Index
03/26/2012 10:00,US,1664),,Pending Home Sales MoM,Feb,1.00%,-0.50%,2.00%,--,72.8972,USPHTMOM Index
03/26/2012 10:00,US,1665),,Pending Home Sales YoY,Feb,9.70%,13.90%,10.30%,--,22.2222,USPHTYOY Index
03/26/2012 10:30,US,1666),,Dallas Fed Manf. Activity,Mar,17,10.8,17.8,--,61.6822,DFEDGBA Index
03/27/2012 09:00,US,1667),,S&P/CS 20 City MoM% SA,Jan,-0.30%,-0.04%,-0.50%,-0.48%,15.8879,SPCS20SM Index
03/27/2012 09:00,US,1668),,S&P/CS Composite-20 YoY,Jan,-3.80%,-3.78%,-3.99%,-4.07%,46.729,SPCS20Y% Index
03/27/2012 09:00,US,1669),,S&P/CaseShiller Home Price Ind,Jan,135.8,135.46,136.71,136.6,54.2056,SPCS20 Index
03/27/2012 10:00,US,1670),,Consumer Confidence,Mar,70,70.2,70.8,71.6,95.3271,CONCCONF Index
03/27/2012 10:00,US,1671),,Richmond Fed Manufact. Index,Mar,18,7,20,12,67.2897,RCHSINDX Index
03/28/2012 07:00,US,1672),,MBA Mortgage Applications,23-Mar,--,-2.70%,-7.40%,--,94.4444,MBAVCHNG Index
03/28/2012 08:30,US,1673),,Durable Goods Orders,Feb,3.00%,2.20%,-4.00%,-4.90%,90.6542,DGNOCHNG Index
03/28/2012 08:30,US,1674),,Durables Ex Transportation,Feb,1.70%,1.60%,-3.20%,-4.10%,72.5234,DGNOXTCH Index
03/28/2012 08:30,US,1675),,Cap Goods Orders Nondef Ex Air,Feb,1.50%,1.20%,-4.50%,-3.70%,49.5327,CGNOXAI% Index
03/28/2012 08:30,US,1676),,Cap Goods Ship Nondef Ex Air,Feb,0.90%,1.40%,-3.10%,-3.00%,42.9907,CGSHXAI% Index
03/29/2012 08:30,US,1677),,GDP QoQ (Annualized),4Q T,3.00%,3.00%,3.00%,--,96.2617,GDP CQOQ Index
03/29/2012 08:30,US,1678),,Personal Consumption,4Q T,2.10%,2.10%,2.10%,--,67.3832,GDPCTOT% Index
03/29/2012 08:30,US,1679),,GDP Price Index,4Q T,0.90%,0.90%,0.90%,--,77.0093,GDP PIQQ Index
03/29/2012 08:30,US,1680),,Core PCE QoQ,4Q T,1.30%,1.30%,1.30%,--,67.3832,GDPCPCEC Index
03/29/2012 08:30,US,1681),,Initial Jobless Claims,24-Mar,350K,359K,348K,364K,99.0654,INJCJC Index
03/29/2012 08:30,US,1682),,Continuing Claims,17-Mar,3350K,3340K,3352K,3381K,69.3458,INJCSP Index
03/29/2012 09:45,US,1683),,Bloomberg Consumer Comfort,25-Mar,--,-34.7,-34.9,--,60.7477,COMFCOMF Index
03/29/2012 11:00,US,1684),,Kansas City Fed Manf. Activity,Mar,13,9,13,--,6.54206,KCLSSACI Index
03/30/2012 08:30,US,1685),,Personal Income,Feb,0.40%,0.20%,0.30%,0.90%,83.1776,PITLCHNG Index
03/30/2012 08:30,US,1686),,Personal Spending,Feb,0.60%,0.80%,0.20%,0.50%,83.1776,PCE CRCH Index
03/30/2012 08:30,US,1687),,PCE Deflator (MoM),Feb,0.30%,0.30%,0.20%,--,3.73832,PCE DEFM Index
03/30/2012 08:30,US,1688),,PCE Deflator (YoY),Feb,2.30%,2.30%,2.40%,--,32.7103,PCE DEFY Index
03/30/2012 08:30,US,1689),,PCE Core (MoM),Feb,0.10%,0.10%,0.20%,0.30%,58.2243,PCE CMOM Index
03/30/2012 08:30,US,1690),,PCE Core (YoY),Feb,1.90%,1.90%,1.90%,1.90%,33.6449,PCE CYOY Index
03/30/2012 09:45,US,1691),,Chicago Purchasing Manager,Mar,63,62.2,64,--,77.5701,CHPMINDX Index
03/30/2012 09:55,US,1692),,U. of Michigan Confidence,Mar F,74.5,76.2,74.3,--,92.5234,CONSSENT Index
03/30/2012 10:00,US,1693),,"Revisions: Wholesale Trade Sales, Inventories",,,,,,0,
03/30/2012 10:23,US,1694),,NAPM-Milwaukee,Mar,58,51.8,58.6,--,25.2336,MAPMINDX Index
03/30/2012 12:00,US,1695),,Revisions: Industrial Production,,,,,,0,
04/02/2012 10:00,US,1696),,Construction Spending MoM,Feb,0.60%,-1.10%,-0.10%,0.50%,78.5047,CNSTTMOM Index
04/02/2012 10:00,US,1697),,ISM Manufacturing,Mar,53,53.4,52.4,--,94.3925,NAPMPMI Index
04/02/2012 10:00,US,1698),,ISM Prices Paid,Mar,63,61,61.5,--,68.2243,NAPMPRIC Index
04/03/2012 09:45,US,1699),,ISM New York,Mar,--,67.4,63.1,--,5.60748,NYPMCURR Index
04/03/2012 10:00,US,1700),,Factory Orders,Feb,1.50%,1.30%,-1.00%,-2.00%,82.243,TMNOCHNG Index
04/03/2012 14:00,US,1701),,Minutes of FOMC Meeting,,,,,,0,
04/03/2012 17:00,US,1702),,Total Vehicle Sales,Mar,14.60M,14.32M,15.03M,14.40M,38.3178,SAARTOTL Index
04/03/2012 17:00,US,1703),,Domestic Vehicle Sales,Mar,11.30M,11.09M,11.70M,11.18M,30.8411,SAARDTOT Index
04/04/2012 07:00,US,1704),,MBA Mortgage Applications,30-Mar,--,4.80%,-2.70%,--,94.4444,MBAVCHNG Index
04/04/2012 08:15,US,1705),,ADP Employment Change,Mar,206K,209K,216K,228K,76.6355,ADP CHNG Index
04/04/2012 10:00,US,1706),,ISM Non-Manf. Composite,Mar,56.8,56,57.3,--,70.0935,NAPMNMI Index
04/05/2012 07:30,US,1707),,Challenger Job Cuts YoY,Mar,--,-8.80%,2.00%,--,28.972,CHALYOY% Index
04/05/2012 08:00,US,1708),,RBC Consumer Outlook Index,Apr,--,46.6,47.5,--,8.41121,ICSHNATL Index
04/05/2012 08:30,US,1709),,Initial Jobless Claims,31-Mar,355K,357K,359K,363K,99.0654,INJCJC Index
04/05/2012 08:30,US,1710),,Continuing Claims,24-Mar,3350K,3338K,3340K,3354K,69.3458,INJCSP Index
04/05/2012 09:45,US,1711),,Bloomberg Consumer Comfort,1-Apr,--,-31.4,-34.7,--,60.7477,COMFCOMF Index
04/05/2012 10:51,US,1712),,ICSC Chain Store Sales YoY,Mar,--,4.10%,6.70%,4.10%,18.6916,MBRXYOYW Index
04/06/2012 08:30,US,1713),,Change in Nonfarm Payrolls,Mar,205K,120K,227K,259K,98.1308,NFP TCH Index
04/06/2012 08:30,US,1714),,Change in Private Payrolls,Mar,218K,121K,233K,254K,17.757,NFP PCH Index
04/06/2012 08:30,US,1715),,Change in Manufact. Payrolls,Mar,20K,37K,31K,30K,68.6916,USMMMNCH Index
04/06/2012 08:30,US,1716),,Unemployment Rate,Mar,8.30%,8.20%,8.30%,--,88.3178,USURTOT Index
04/06/2012 08:30,US,1717),,Avg Hourly Earning MOM All Emp,Mar,0.20%,0.20%,0.10%,0.30%,14.0187,AHE MOM% Index
04/06/2012 08:30,US,1718),,Avg Hourly Earning YOY All Emp,Mar,1.90%,2.10%,1.90%,2.00%,13.0841,AHE YOY% Index
04/06/2012 08:30,US,1719),,Avg Weekly Hours All Employees,Mar,34.5,34.5,34.5,34.6,12.1495,AWH TOTL Index
04/06/2012 08:30,US,1720),,Change in Household Employment,Mar,--,-31,428,--,9.34579,USEMNCHG Index
04/06/2012 08:30,US,1721),,Underemployment Rate (U6),Mar,--,14.50%,14.90%,--,7.47664,USUDMAER Index
04/06/2012 15:00,US,1722),,Consumer Credit,Feb,$12.000B,$8.735B,$17.776B,$14.634B,37.3832,CICRTOT Index
04/10/2012 07:30,US,1723),,NFIB Small Business Optimism,Mar,95,92.5,94.3,--,56.0748,SBOITOTL Index
04/10/2012 10:00,US,1724),,IBD/TIPP Economic Optimism,Apr,48.5,49.3,47.5,--,0,ECONUSIB Index
04/10/2012 10:00,US,1725),,JOLTs Job Openings,Feb,--,3498,3459,3477,10.2804,JOLTTOTL Index
04/10/2012 10:00,US,1726),,Wholesale Inventories,Feb,0.50%,0.90%,0.40%,0.60%,79.4393,MWINCHNG Index
04/11/2012 07:00,US,1727),,MBA Mortgage Applications,6-Apr,--,-2.40%,4.80%,--,94.4444,MBAVCHNG Index
04/11/2012 08:30,US,1728),,Import Price Index (MoM),Mar,0.80%,1.30%,0.40%,0.00%,75.7009,IMP1CHNG Index
04/11/2012 08:30,US,1729),,Import Price Index (YoY),Mar,3.40%,3.40%,5.50%,5.10%,27.1028,IMP1YOY% Index
04/11/2012 14:00,US,1730),,Fed's Beige Book,,,,,,0,
04/11/2012 14:00,US,1731),,Monthly Budget Statement,Mar,-$196.0B,-$198.2B,-$188.2B,-$231.7B,73.8318,FDDSSD Index
04/12/2012 08:30,US,1732),,Trade Balance,Feb,-$51.8B,-$46.0B,-$52.6B,-$52.2B,81.3084,USTBTOT Index
04/12/2012 08:30,US,1733),,Producer Price Index (MoM),Mar,0.30%,0.00%,0.40%,0.40%,85.0467,PPI CHNG Index
04/12/2012 08:30,US,1734),,PPI Ex Food & Energy (MoM),Mar,0.20%,0.30%,0.20%,0.10%,68.0374,PXFECHNG Index
04/12/2012 08:30,US,1735),,Producer Price Index (YoY),Mar,3.10%,2.80%,3.30%,3.40%,66.3551,PPI YOY Index
04/12/2012 08:30,US,1736),,PPI Ex Food & Energy (YoY),Mar,2.80%,2.90%,3.00%,3.10%,64.486,PPI XYOY Index
04/12/2012 08:30,US,1737),,Initial Jobless Claims,7-Apr,355K,380K,357K,367K,99.0654,INJCJC Index
04/12/2012 08:30,US,1738),,Continuing Claims,31-Mar,3335K,3251K,3338K,3349K,69.3458,INJCSP Index
04/12/2012 09:45,US,1739),,Bloomberg Consumer Comfort,8-Apr,--,-32.8,-31.4,--,60.7477,COMFCOMF Index
04/13/2012 08:30,US,1740),,Redesign of Consumer Price Index Press Release tables,,,,,,0,
04/13/2012 08:30,US,1741),,Consumer Price Index (MoM),Mar,0.30%,0.30%,0.40%,--,93.4579,CPI CHNG Index
04/13/2012 08:30,US,1742),,CPI Ex Food & Energy (MoM),Mar,0.20%,0.20%,0.10%,--,74.7664,CPUPXCHG Index
04/13/2012 08:30,US,1743),,Consumer Price Index (YoY),Mar,2.70%,2.70%,2.90%,--,55.1402,CPI YOY Index
04/13/2012 08:30,US,1744),,CPI Ex Food & Energy (YoY),Mar,2.20%,2.30%,2.20%,--,44.8598,CPI XYOY Index
04/13/2012 08:30,US,1745),,Consumer Price Index NSA,Mar,229.254,229.392,227.663,--,26.1682,CPURNSA Index
04/13/2012 08:30,US,1746),,CPI Core Index SA,Mar,--,228.432,227.907,--,29.9065,CPUPAXFE Index
04/13/2012 09:55,US,1747),,U. of Michigan Confidence,Apr P,76.2,75.7,76.2,--,92.5234,CONSSENT Index
04/16/2012 08:30,US,1748),,Empire Manufacturing,Apr,18,6.56,20.21,--,80.3738,EMPRGBCI Index
04/16/2012 08:30,US,1749),,Advance Retail Sales,Mar,0.30%,0.80%,1.10%,1.00%,88.785,RSTAMOM Index
04/16/2012 08:30,US,1750),,Retail Sales Less Autos,Mar,0.60%,0.80%,0.90%,1.00%,62.1495,RSTAXMOM Index
04/16/2012 08:30,US,1751),,Retail Sales Ex Auto & Gas,Mar,0.50%,0.70%,0.60%,0.60%,58.8785,RSTAXAG% Index
04/16/2012 08:30,US,1752),,"Retail Sales ""Control Group""",Mar,0.50%,0.40%,0.50%,0.60%,4.6729,RSTAXAGM Index
04/16/2012 09:00,US,1753),,Total Net TIC Flows,Feb,$30.0B,$107.7B,$18.8B,$10.5B,63.5514,FRNTTNET Index
04/16/2012 09:00,US,1754),,Net Long-term TIC Flows,Feb,$42.5B,$10.1B,$101.0B,$109.3B,71.9626,FRNTTOTL Index
04/16/2012 10:00,US,1755),,Business Inventories,Feb,0.60%,0.60%,0.70%,0.80%,34.5794,MTIBCHNG Index
04/16/2012 10:00,US,1756),,NAHB Housing Market Index,Apr,28,25,28,--,36.4486,USHBMIDX Index
04/17/2012 08:30,US,1757),,Housing Starts,Mar,705K,654K,698K,718K,87.8505,NHSPSTOT Index
04/17/2012 08:30,US,1758),,Housing Starts MOM%,Mar,1.00%,-5.80%,-1.10%,-2.80%,16.8224,NHCHSTCH Index
04/17/2012 08:30,US,1759),,Building Permits,Mar,710K,747K,717K,707K,61.4953,NHSPATOT Index
04/17/2012 08:30,US,1760),,Building Permits MOM%,Mar,-0.70%,4.50%,5.10%,4.80%,14.9533,NHCHATCH Index
04/17/2012 09:15,US,1761),,Industrial Production,Mar,0.30%,0.00%,0.00%,0.50%,85.9813,IP CHNG Index
04/17/2012 09:15,US,1762),,Capacity Utilization,Mar,78.50%,78.60%,78.70%,79.00%,60.1869,CPTICHNG Index
04/17/2012 09:15,US,1763),,Manufacturing (SIC) Production,Mar,--,-0.20%,0.30%,0.80%,2.80374,IPMGCHNG Index
04/18/2012 07:00,US,1764),,MBA Mortgage Applications,13-Apr,--,6.90%,-2.40%,--,94.4444,MBAVCHNG Index
04/19/2012 08:30,US,1765),,Initial Jobless Claims,14-Apr,370K,386K,380K,388K,99.0654,INJCJC Index
04/19/2012 08:30,US,1766),,Continuing Claims,7-Apr,3300K,3297K,3251K,3271K,69.3458,INJCSP Index
04/19/2012 09:45,US,1767),,Bloomberg Consumer Comfort,15-Apr,--,-31.4,-32.8,--,60.7477,COMFCOMF Index
04/19/2012 09:45,US,1768),,Bloomberg Economic Expectations,Apr,--,-3,1,--,21.4953,COMFBTWR Index
04/19/2012 10:00,US,1769),,Philadelphia Fed.,Apr,12,8.5,12.5,--,74.7664,OUTFGAF Index
04/19/2012 10:00,US,1770),,Existing Home Sales,Mar,4.61M,4.48M,4.59M,4.60M,86.9159,ETSLTOTL Index
04/19/2012 10:00,US,1771),,Existing Home Sales MoM,Mar,0.50%,-2.60%,-0.90%,-0.60%,50.4673,ETSLMOM Index
04/19/2012 10:00,US,1772),,Leading Indicators,Mar,0.20%,0.30%,0.70%,--,84.1121,LEI CHNG Index
04/24/2012 09:00,US,1773),,S&P/CS 20 City MoM% SA,Feb,0.20%,0.15%,-0.04%,-0.15%,15.8879,SPCS20SM Index
04/24/2012 09:00,US,1774),,S&P/CS Composite-20 YoY,Feb,-3.40%,-3.49%,-3.78%,-3.94%,46.729,SPCS20Y% Index
04/24/2012 09:00,US,1775),,S&P/CaseShiller Home Price Ind,Feb,134.68,134.2,135.46,135.23,54.2056,SPCS20 Index
04/24/2012 10:00,US,1776),,Consumer Confidence,Apr,69.6,69.2,70.2,69.5,95.3271,CONCCONF Index
