"Switzerland","20170307 08:00:00","Foreign Currency Reserves","","","","1"
"United Kingdom","20170307 08:30:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20170307 08:30:00","Halifax House Prices (3m/YoY)","","","","1"
"Italy","20170307 09:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20170307 09:00:00","Producer Price Index (MoM)","","","","1"
"Spain","20170307 09:00:00","12-Month Letras Auction","","","","1"
"Spain","20170307 09:00:00","6-Month Letras Auction","","","","1"
"European Monetary Union","20170307 10:00:00","Gross Domestic Product s.a. (YoY)","","","","2"
"European Monetary Union","20170307 10:00:00","Gross Domestic Product s.a. (QoQ)","","","","2"
"United States","20170307 13:30:00","Trade Balance","","","","2"
"Canada","20170307 13:30:00","Imports","","","","1"
"Canada","20170307 13:30:00","International Merchandise Trade","","","","1"
"Canada","20170307 13:30:00","Exports","","","","1"
"United States","20170307 13:55:00","Redbook index (MoM)","","","","1"
"United States","20170307 13:55:00","Redbook index (YoY)","","","","1"
"United States","20170307 15:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"New Zealand","20170307 15:00:00","GDT Price Index","","","","1"
"Canada","20170307 15:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"Canada","20170307 15:00:00","Ivey Purchasing Managers Index","","","","2"
"United States","20170307 16:30:00","4-Week Bill Auction","","","","1"
"United States","20170307 18:00:00","3-Year Note Auction","","","","1"
"United States","20170307 20:00:00","Consumer Credit Change","","","","2"
"United States","20170307 21:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20170307 21:45:00","Manufacturing sales","","","","1"
"Japan","20170307 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20170307 23:50:00","Gross Domestic Product (QoQ)","","","","2"
"Japan","20170307 23:50:00","Gross Domestic Product Deflator (YoY)","","","","2"
"Japan","20170307 23:50:00","Gross Domestic Product Annualized","","","","2"
"Japan","20170307 23:50:00","Trade Balance - BOP Basis","","","","1"
"Japan","20170307 23:50:00","Current Account n.s.a.","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20170308 00:00:00","Women's Day","","","","0"
"China","20170308 02:00:00","Imports (YoY)","","","","2"
"China","20170308 02:00:00","Trade Balance CNY","","","","2"
"China","20170308 02:00:00","Exports (YoY) CNY","","","","2"
"China","20170308 02:00:00","Trade Balance USD","","","","2"
"China","20170308 02:00:00","Exports (YoY)","","","","2"
"China","20170308 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170308 05:00:00","Coincident Index","","","","2"
"Japan","20170308 05:00:00","Leading Economic Index","","","","2"
"Japan","20170308 05:00:00","Eco Watchers Survey: Current","","","","2"
"Japan","20170308 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"Russia","20170308 06:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20170308 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20170308 07:00:00","Industrial Production s.a. (MoM)","","","","1"
"France","20170308 07:45:00","Trade Balance EUR","","","","1"
" EUR"","20170308 07:45:00",""Exports","","","","France"
" EUR"","20170308 07:45:00",""Imports","","","","France"
"France","20170308 07:45:00","Current Account","","","","1"
"Spain","20170308 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Switzerland","20170308 08:15:00","Consumer Price Index (YoY)","","","","2"
"Switzerland","20170308 08:15:00","Consumer Price Index (MoM)","","","","2"
"Brazil","20170308 11:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20170308 11:00:00","Industrial Output (YoY)","","","","1"
"United States","20170308 12:00:00","MBA Mortgage Applications","","","","1"
"United States","20170308 13:15:00","ADP Employment Change","","","","2"
"Canada","20170308 13:15:00","Housing Starts s.a (YoY)","","","","2"
"United States","20170308 13:30:00","Unit Labor Costs","","","","2"
"United States","20170308 13:30:00","Nonfarm Productivity","","","","2"
"Canada","20170308 13:30:00","Labor Productivity (QoQ)","","","","1"
"Canada","20170308 13:30:00","Building Permits (MoM)","","","","1"
"United States","20170308 14:00:00","Wholesale Inventories","","","","1"
"United States","20170308 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20170308 18:00:00","10-Year Note Auction","","","","2"
"Japan","20170308 23:50:00","Money Supply M2+CD (YoY)","","","","0"
"Japan","20170308 23:50:00","Foreign bond investment","","","","2"
"Japan","20170308 23:50:00","Foreign investment in Japan stocks","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20170309 00:00:00","Labor Cash Earnings (YoY)","","","","1"
"United Kingdom","20170309 00:01:00","RICS Housing Price Balance","","","","2"
"China","20170309 01:30:00","Producer Price Index (YoY)","","","","2"
"China","20170309 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20170309 01:30:00","Consumer Price Index (YoY)","","","","2"
"Japan","20170309 06:00:00","Machine Tool Orders (YoY)","","","","1"
"Russia","20170309 06:00:00","Consumer Price Index (MoM)","","","","1"
"France","20170309 06:30:00","Nonfarm Payrolls (QoQ)","","","","1"
"Switzerland","20170309 06:45:00","Unemployment Rate s.a (MoM)","","","","3"
"Greece","20170309 10:00:00","Unemployment Rate (MoM)","","","","1"
"United States","20170309 12:30:00","Challenger Job Cuts (YoY)","","","","1"
"European Monetary Union","20170309 12:45:00","ECB deposit rate decision","","","","3"
"European Monetary Union","20170309 12:45:00","ECB Interest Rate Decision","","","","3"
"Russia","20170309 13:00:00","Central Bank Reserves $","","","","1"
"Russia","20170309 13:00:00","Industrial Output","","","","1"
"United States","20170309 13:30:00","Continuing Jobless Claims","","","","1"
"United States","20170309 13:30:00","Initial Jobless Claims","","","","2"
"United States","20170309 13:30:00","Export Price Index (YoY)","","","","1"
"United States","20170309 13:30:00","Import Price Index (YoY)","","","","1"
"United States","20170309 13:30:00","Export Price Index (MoM)","","","","1"
"United States","20170309 13:30:00","Import Price Index (MoM)","","","","1"
"European Monetary Union","20170309 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"Canada","20170309 13:30:00","Capacity Utilization","","","","1"
"Canada","20170309 13:30:00","New Housing Price Index (YoY)","","","","2"
"Canada","20170309 13:30:00","New Housing Price Index (MoM)","","","","2"
"Mexico","20170309 14:00:00","Core Inflation","","","","1"
"Mexico","20170309 14:00:00","Headline Inflation","","","","1"
"Mexico","20170309 14:00:00","12-Month Inflation","","","","1"
"United States","20170309 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170309 18:00:00","30-Year Bond Auction","","","","1"
"New Zealand","20170309 21:45:00","Electronic Card Retail Sales (YoY)","","","","2"
"New Zealand","20170309 21:45:00","Electronic Card Retail Sales  (MoM)","","","","2"
"Japan","20170309 23:50:00","BSI Large Manufacturing (QoQ)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20170310 00:30:00","Investment Lending for Homes","","","","2"
"Australia","20170310 00:30:00","Home Loans","","","","2"
"China","20170310 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Russia","20170310 06:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20170310 07:00:00","Wholesale Price Index (YoY)","","","","2"
"Germany","20170310 07:00:00","Wholesale Price Index (MoM)","","","","2"
"Germany","20170310 07:00:00","Exports (MoM)","","","","2"
"Germany","20170310 07:00:00","Trade Balance s.a.","","","","2"
"Germany","20170310 07:00:00","Current Account n.s.a.","","","","2"
"Germany","20170310 07:00:00","Imports (MoM)","","","","2"
"France","20170310 07:45:00","Industrial Output (MoM)","","","","1"
"Spain","20170310 08:00:00","Retail Sales (YoY)","","","","1"
"United Kingdom","20170310 09:30:00","Consumer Inflation Expectations","","","","3"
"European Monetary Union","20170310 09:30:00","Consumer Inflation Expectations","","","","2"
"United Kingdom","20170310 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20170310 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20170310 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20170310 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20170310 09:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20170310 09:30:00","Total Trade Balance","","","","1"
"United Kingdom","20170310 09:30:00","Trade Balance; non-EU","","","","1"
"Greece","20170310 10:00:00","Industrial Production (YoY)","","","","1"
"Greece","20170310 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20170310 10:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20170310 11:00:00","Consumer Price Index (MoM)","","","","1"
"Portugal","20170310 11:00:00","Consumer Price Index (YoY)","","","","1"
"India","20170310 11:00:00","Trade Deficit Government","","","","1"
"India","20170310 11:30:00","Manufacturing Output","","","","1"
"India","20170310 11:30:00","Industrial Output","","","","1"
"India","20170310 11:30:00","Cumulative Industrial Output","","","","1"
" USD"","20170310 11:30:00",""FX Reserves","","","","India"
"Brazil","20170310 12:00:00","IPCA Inflation","","","","1"
"European Monetary Union","20170310 12:00:00","EcoFin Meeting","","","","2"
"United States","20170310 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20170310 13:30:00","Average Weekly Hours","","","","2"
"United States","20170310 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20170310 13:30:00","Labor Force Participation Rate","","","","2"
"United States","20170310 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20170310 13:30:00","Unemployment Rate","","","","3"
"Canada","20170310 13:30:00","Participation rate","","","","2"
"Canada","20170310 13:30:00","Net Change in Employment","","","","3"
"Canada","20170310 13:30:00","Unemployment Rate","","","","3"
"United Kingdom","20170310 15:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20170310 18:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20170310 19:00:00","Monthly Budget Statement","","","","2"
"United States","20170310 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170310 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20170310 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170310 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170310 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170310 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170310 20:30:00","CFTC AUD NC net positions","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"China","20170312 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"United States","20170312 07:00:00",""Daylight Saving Time "","","","","0"
"Canada","20170312 07:00:00","" Daylight Saving Time "","","","","0"
"New Zealand","20170312 21:45:00","Food Price Index (MoM)","","","","1"
"Japan","20170312 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","","1"
"Japan","20170312 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","","1"
"Japan","20170312 23:50:00","Machinery Orders (YoY)","","","","1"
"Japan","20170312 23:50:00","Machinery Orders (MoM)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"India","20170313 00:00:00",""Holi "","","","","0"
"Japan","20170313 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"Italy","20170313 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20170313 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"Italy","20170313 10:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20170313 10:00:00","Wage Inflation (MoM)","","","","1"
"Germany","20170313 11:00:00","German Buba Monthly Report","","","","1"
"Portugal","20170313 11:00:00","Global Trade Balance","","","","1"
"European Monetary Union","20170313 13:30:00","ECB President Draghi's Speech","","","","3"
"United States","20170313 15:00:00","Labor Market Conditions Index","","","","2"
"United States","20170313 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170313 16:30:00","6-Month Bill Auction","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20170314 00:30:00","National Australia Bank's Business Conditions","","","","1"
"Australia","20170314 00:30:00","National Australia Bank's Business Confidence","","","","1"
"China","20170314 02:00:00","Retail Sales (YoY)","","","","2"
"China","20170314 02:00:00","Industrial Production (YoY)","","","","2"
"China","20170314 02:00:00","Urban investment (YTD) (YoY)","","","","1"
"India","20170314 06:30:00","WPI Inflation","","","","1"
"Germany","20170314 07:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20170314 07:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170314 07:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20170314 07:00:00","Consumer Price Index (YoY)","","","","2"
"Spain","20170314 08:00:00","HICP (MoM)","","","","1"
"Spain","20170314 08:00:00","HICP (YoY)","","","","1"
"Spain","20170314 08:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20170314 08:00:00","Consumer Price Index (YoY)","","","","1"
"United States","20170314 10:00:00","NFIB Business Optimism Index","","","","1"
"Germany","20170314 10:00:00","ZEW Survey - Economic Sentiment","","","","1"
"Germany","20170314 10:00:00","ZEW Survey - Current Situation","","","","1"
"Spain","20170314 10:00:00","3-Month Letras Auction","","","","1"
"Spain","20170314 10:00:00","9-Month Letras Auction","","","","1"
"United Kingdom","20170314 10:00:00","10-y Bond Auction","","","","1"
"European Monetary Union","20170314 10:00:00","Industrial Production s.a. (MoM)","","","","2"
"European Monetary Union","20170314 10:00:00","Industrial Production w.d.a. (YoY)","","","","2"
"European Monetary Union","20170314 10:00:00","ZEW Survey - Economic Sentiment","","","","1"
"India","20170314 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170314 11:30:00","Balance Payment $","","","","1"
"India","20170314 11:30:00","Current Account Balance $","","","","1"
"United States","20170314 12:30:00","Producer Price Index (MoM)","","","","1"
"United States","20170314 12:30:00","Producer Price Index ex Food & Energy (YoY)","","","","1"
"United States","20170314 12:30:00","Producer Price Index ex Food & Energy (MoM)","","","","1"
"United States","20170314 12:30:00","Producer Price Index (YoY)","","","","1"
"United States","20170314 12:55:00","Redbook index (YoY)","","","","1"
"United States","20170314 12:55:00","Redbook index (MoM)","","","","1"
"Russia","20170314 13:00:00","Foreign Trade","","","","1"
"Mexico","20170314 14:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20170314 14:00:00","Industrial Output (YoY)","","","","1"
"United Kingdom","20170314 14:30:00","CB Leading Economic Index","","","","1"
"United States","20170314 15:00:00","Labor Market Conditions Index","","","","2"
"United States","20170314 16:30:00","4-Week Bill Auction","","","","1"
"United States","20170314 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20170314 21:45:00","Current Account (QoQ)","","","","1"
"New Zealand","20170314 21:45:00","Current Account - GDP Ratio","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20170315 00:30:00","New Motor Vehicle Sales (MoM)","","","","1"
"Australia","20170315 00:30:00","New Motor Vehicle Sales (YoY)","","","","1"
"Japan","20170315 04:30:00","Industrial Production (YoY)","","","","2"
"Japan","20170315 04:30:00","Industrial Production (MoM)","","","","2"
"Japan","20170315 04:30:00","Capacity Utilization","","","","1"
"France","20170315 08:00:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"France","20170315 08:00:00","Inflation ex-tobacco (MoM)","","","","2"
"France","20170315 08:00:00","Consumer Price Index (EU norm) (MoM)","","","","2"
"Switzerland","20170315 08:15:00","Producer and Import Prices (YoY)","","","","1"
"Switzerland","20170315 08:15:00","Producer and Import Prices (MoM)","","","","1"
"Italy","20170315 09:00:00","Retail Sales s.a. (MoM)","","","","1"
"Italy","20170315 09:00:00","Retail Sales n.s.a (YoY)","","","","1"
"United Kingdom","20170315 09:30:00","Claimant Count Change","","","","2"
"United Kingdom","20170315 09:30:00","ILO Unemployment Rate (3M)","","","","2"
"United Kingdom","20170315 09:30:00","Claimant Count Rate","","","","1"
"United Kingdom","20170315 09:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","","","2"
"United Kingdom","20170315 09:30:00","Average Earnings including Bonus (3Mo/Yr)","","","","2"
"Germany","20170315 10:00:00","30-y Bond Auction","","","","1"
"Italy","20170315 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170315 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170315 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170315 10:00:00","Consumer Price Index (YoY)","","","","1"
"European Monetary Union","20170315 10:00:00","Employment Change (YoY)","","","","1"
"European Monetary Union","20170315 10:00:00","Employment Change (QoQ)","","","","1"
"United States","20170315 11:00:00","MBA Mortgage Applications","","","","1"
"India","20170315 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170315 11:30:00","M3 Money Supply","","","","1"
"India","20170315 11:30:00","Balance Payment $","","","","1"
"India","20170315 11:30:00","Current Account Balance $","","","","1"
"United States","20170315 12:30:00","NY Empire State Manufacturing Index","","","","1"
"United States","20170315 12:30:00","Retail Sales ex Autos (MoM)","","","","2"
"United States","20170315 12:30:00","Retail Sales (MoM)","","","","3"
"United States","20170315 12:30:00","Retail Sales control group","","","","2"
"United States","20170315 12:30:00","Consumer Price Index (YoY)","","","","3"
"United States","20170315 12:30:00","Consumer Price Index Ex Food & Energy (YoY)","","","","3"
"United States","20170315 12:30:00","Consumer Price Index Ex Food & Energy (MoM)","","","","2"
"United States","20170315 12:30:00","Consumer Price Index Core s.a","","","","1"
"United States","20170315 12:30:00","Consumer Price Index n.s.a (MoM)","","","","1"
"United States","20170315 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20170315 14:00:00","Business Inventories","","","","1"
"United States","20170315 14:00:00","NAHB Housing Market Index","","","","2"
"United States","20170315 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20170315 18:00:00","FOMC Economic Projections","","","","3"
"United States","20170315 18:00:00","Fed's Monetary Policy Statement","","","","3"
"United States","20170315 18:00:00","Fed Interest Rate Decision","","","","3"
"United States","20170315 18:30:00","FOMC Press conference","","","","3"
"United States","20170315 20:00:00","Total Net TIC Flows","","","","1"
"United States","20170315 20:00:00","Net Long-Term TIC Flows","","","","1"
"New Zealand","20170315 21:45:00","Gross Domestic Product (QoQ)","","","","2"
"New Zealand","20170315 21:45:00","Gross Domestic Product (YoY)","","","","2"
"Japan","20170315 23:50:00","Foreign bond investment","","","","2"
"Japan","20170315 23:50:00","Foreign investment in Japan stocks","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20170316 00:00:00","Consumer Inflation Expectation","","","","2"
"Australia","20170316 00:30:00","Participation Rate","","","","2"
"Australia","20170316 00:30:00","Unemployment Rate s.a.","","","","3"
"Australia","20170316 00:30:00","Employment Change s.a.","","","","3"
"Australia","20170316 00:30:00","Fulltime employment","","","","1"
"Australia","20170316 00:30:00","Part-time employment","","","","1"
"Australia","20170316 00:30:00","RBA Bulletin","","","","2"
"Australia","20170316 01:30:00","RBA Foreign Exchange Transaction","","","","1"
"Japan","20170316 02:00:00",""BoJ Monetary Policy Statement "","","","","3"
"Japan","20170316 02:00:00","BoJ Interest Rate Decision","","","","3"
"Japan","20170316 05:30:00","BoJ Press Conference","","","","3"
"Switzerland","20170316 08:30:00","SNB Interest Rate Decision","","","","3"
"European Monetary Union","20170316 10:00:00","Consumer Price Index (YoY)","","","","2"
"European Monetary Union","20170316 10:00:00","Consumer Price Index - Core (MoM)","","","","2"
"European Monetary Union","20170316 10:00:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20170316 10:00:00","Consumer Price Index - Core (YoY)","","","","2"
"India","20170316 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170316 11:30:00","Balance Payment $","","","","1"
"India","20170316 11:30:00","Current Account Balance $","","","","1"
"United Kingdom","20170316 12:00:00","BoE Interest Rate Decision","","","","3"
"European Monetary Union","20170316 12:00:00","BoE Interest Rate Decision","","","","2"
"United Kingdom","20170316 12:00:00","BoE Asset Purchase Facility","","","","3"
"European Monetary Union","20170316 12:00:00","BoE Asset Purchase Facility","","","","2"
"United Kingdom","20170316 12:00:00","Monetary Policy Summary","","","","3"
"European Monetary Union","20170316 12:00:00","Monetary Policy Summary","","","","2"
"United Kingdom","20170316 12:00:00","BOE MPC Vote Cut","","","","3"
"European Monetary Union","20170316 12:00:00","BOE MPC Vote Cut","","","","2"
"United Kingdom","20170316 12:00:00","BOE MPC Vote Unchanged","","","","3"
"European Monetary Union","20170316 12:00:00","BOE MPC Vote Unchanged","","","","2"
"United Kingdom","20170316 12:00:00","BOE MPC Vote Hike","","","","3"
"European Monetary Union","20170316 12:00:00","BOE MPC Vote Hike","","","","2"
"United Kingdom","20170316 12:00:00","Bank of England Minutes","","","","3"
"European Monetary Union","20170316 12:00:00","Bank of England Minutes","","","","2"
"United States","20170316 12:30:00","Housing Starts Change","","","","1"
"United States","20170316 12:30:00","Building Permits Change","","","","1"
"United States","20170316 12:30:00","Housing Starts (MoM)","","","","2"
"United States","20170316 12:30:00","Building Permits (MoM)","","","","1"
"United States","20170316 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20170316 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170316 12:30:00","Philadelphia Fed Manufacturing Survey","","","","2"
"Canada","20170316 12:30:00","Canadian portfolio investment in foreign securities","","","","1"
"Canada","20170316 12:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Russia","20170316 13:00:00","Central Bank Reserves $","","","","1"
"Russia","20170316 13:00:00","Industrial Output","","","","1"
"United States","20170316 14:00:00","JOLTS Job Openings","","","","1"
"United States","20170316 14:30:00","EIA Natural Gas Storage change","","","","1"
"New Zealand","20170316 21:30:00","Business NZ PMI","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Italy","20170317 09:00:00","Global Trade Balance","","","","1"
"Italy","20170317 09:00:00","Trade Balance EU","","","","1"
"European Monetary Union","20170317 10:00:00","Trade Balance n.s.a.","","","","2"
"European Monetary Union","20170317 10:00:00","Trade Balance s.a.","","","","2"
"European Monetary Union","20170317 11:00:00","Construction Output  s.a (MoM)","","","","1"
"European Monetary Union","20170317 11:00:00","Construction Output w.d.a (YoY)","","","","1"
"India","20170317 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170317 11:30:00","Balance Payment $","","","","1"
"India","20170317 11:30:00","Bank Loan Growth","","","","1"
"India","20170317 11:30:00","Current Account Balance $","","","","1"
" USD"","20170317 11:30:00",""FX Reserves","","","","India"
"United States","20170317 12:00:00","Trump-Merkel meeting","","","","2"
"United Kingdom","20170317 12:00:00","BoE Quarterly Bulletin","","","","1"
"European Monetary Union","20170317 12:00:00","G20 Meeting","","","","2"
"Canada","20170317 12:30:00","Manufacturing Shipments (MoM)","","","","1"
"United States","20170317 13:15:00","Industrial Production (MoM)","","","","2"
"United States","20170317 13:15:00","Capacity Utilization","","","","2"
"United States","20170317 14:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20170317 14:00:00","CB Leading Indicator (MoM)","","","","2"
"United States","20170317 15:00:00","Labor Market Conditions Index","","","","2"
"United States","20170317 18:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20170317 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170317 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20170317 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170317 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170317 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170317 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170317 20:30:00","CFTC AUD NC net positions","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20170318 12:00:00","G20 Meeting","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20170319 21:00:00","Westpac consumer survey","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Mexico","20170320 00:00:00","Benito Juarezs Birthday","","","","0"
"Japan","20170320 00:00:00","Vernal Equinox Day","","","","0"
"United Kingdom","20170320 00:01:00","Rightmove House Price Index (MoM)","","","","1"
"United Kingdom","20170320 00:01:00","Rightmove House Price Index (YoY)","","","","1"
"Germany","20170320 07:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20170320 07:00:00","Producer Price Index (YoY)","","","","2"
"European Monetary Union","20170320 10:00:00","Labour cost","","","","2"
"Germany","20170320 11:00:00","German Buba Monthly Report","","","","1"
"Portugal","20170320 11:00:00","Current Account Balance","","","","1"
"United States","20170320 11:30:00",""Chicago Fed National Activity Index "","","","","2"
"India","20170320 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170320 11:30:00","Balance Payment $","","","","1"
"India","20170320 11:30:00","Current Account Balance $","","","","1"
"Canada","20170320 12:30:00","Wholesale Sales (MoM)","","","","1"
"Russia","20170320 13:00:00","Industrial Output","","","","1"
"Australia","20170320 15:30:00","CB Leading Indicator","","","","1"
"United States","20170320 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170320 16:30:00","6-Month Bill Auction","","","","1"
"Germany","20170320 16:45:00","German Buba President Weidmann speech","","","","2"
"United States","20170320 17:10:00","Fed's Evans Speech","","","","1"
"New Zealand","20170320 21:45:00","Visitor Arrivals (YoY)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20170321 00:30:00","House Price Index (YoY)","","","","2"
"Australia","20170321 00:30:00","House Price Index (QoQ)","","","","2"
"Australia","20170321 00:30:00","RBA Meeting's Minutes","","","","3"
"Russia","20170321 06:00:00","Producer Price Index (MoM)","","","","1"
"Russia","20170321 06:00:00","Producer Price Index (YoY)","","","","1"
"Switzerland","20170321 06:45:00","SECO Economic Forecasts","","","","2"
"Switzerland","20170321 07:00:00","Exports (MoM)","","","","1"
"Switzerland","20170321 07:00:00","Trade Balance","","","","1"
"Switzerland","20170321 07:00:00","Imports (MoM)","","","","1"
"Spain","20170321 09:00:00","Trade Balance","","","","1"
"United Kingdom","20170321 09:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20170321 09:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20170321 09:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20170321 09:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"United Kingdom","20170321 09:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20170321 09:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20170321 09:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20170321 09:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20170321 09:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20170321 09:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20170321 09:30:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20170321 09:30:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20170321 09:30:00","Consumer Price Index (MoM)","","","","2"
"United Kingdom","20170321 09:30:00","Public Sector Net Borrowing","","","","2"
"United States","20170321 11:00:00","Fed's William Dudley speech","","","","1"
"United Kingdom","20170321 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
"India","20170321 11:30:00","Trade Deficit - RBI","","","","1"
"India","20170321 11:30:00","Balance Payment $","","","","1"
"India","20170321 11:30:00","Current Account Balance $","","","","1"
"European Monetary Union","20170321 12:00:00","EcoFin Meeting","","","","2"
"United States","20170321 12:30:00","Current Account","","","","1"
"Canada","20170321 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20170321 12:30:00","Retail Sales (MoM)","","","","1"
"United States","20170321 12:55:00","Redbook index (YoY)","","","","1"
"United States","20170321 12:55:00","Redbook index (MoM)","","","","1"
"Russia","20170321 13:00:00","Unemployment Rate","","","","1"
"China","20170321 14:00:00","CB Leading Economic Index","","","","1"
"New Zealand","20170321 14:00:00","GDT Price Index","","","","1"
